2,9,0,0,25,76
2,9,0,1,25,76
2,9,0,2,25,76
2,9,0,3,25,76
2,9,0,5,25,76
2,9,0,6,25,77
2,9,0,7,25,76
2,9,0,8,25,76
2,9,0,9,25,77
2,9,0,10,25,76
2,9,0,11,25,77
2,9,0,12,25,77
2,9,0,13,25,77
2,9,0,14,25,77
2,9,0,15,25,77
2,9,0,16,25,77
2,9,0,17,25,77
2,9,0,18,25,77
2,9,0,19,25,77
2,9,0,20,25,77
2,9,0,21,25,77
2,9,0,22,25,77
2,9,0,24,25,77
2,9,0,25,25,77
2,9,0,26,25,77
2,9,0,27,25,77
2,9,0,28,25,77
2,9,0,29,25,77
2,9,0,30,25,77
2,9,0,31,25,77
2,9,0,32,25,77
2,9,0,33,25,77
2,9,0,34,25,77
2,9,0,35,25,77
2,9,0,36,25,77
2,9,0,37,25,77
2,9,0,38,25,77
2,9,0,39,25,77
2,9,0,40,25,77
2,9,0,41,25,77
2,9,0,42,25,77
2,9,0,43,25,77
2,9,0,45,25,77
2,9,0,46,25,77
2,9,0,47,25,77
2,9,0,48,25,77
2,9,0,49,25,77
2,9,0,50,25,77
2,9,0,51,25,77
2,9,0,52,25,77
2,9,0,53,25,77
2,9,0,54,25,77
2,9,0,55,25,77
2,9,0,56,25,77
2,9,0,57,25,77
2,9,0,58,25,77
2,9,0,59,25,77
2,9,1,0,25,77
2,9,1,1,25,77
2,9,1,2,25,77
2,9,1,3,25,77
2,9,1,4,25,77
2,9,1,6,25,77
2,9,1,7,25,77
2,9,1,8,25,77
2,9,1,9,25,77
2,9,1,10,25,77
2,9,1,11,25,77
2,9,1,12,25,77
2,9,1,13,25,77
2,9,1,14,25,77
2,9,1,15,25,77
2,9,1,16,25,77
2,9,1,17,25,77
2,9,1,18,25,77
2,9,1,19,25,77
2,9,1,20,25,77
2,9,1,21,25,77
2,9,1,22,25,77
2,9,1,23,25,77
2,9,1,24,25,77
2,9,1,25,25,77
2,9,1,26,25,77
2,9,1,27,25,77
2,9,1,29,25,77
2,9,1,30,25,77
2,9,1,31,25,77
2,9,1,32,25,77
2,9,1,33,25,77
2,9,1,34,25,77
2,9,1,35,25,77
2,9,1,36,25,77
2,9,1,37,25,77
2,9,1,38,25,77
2,9,1,39,25,77
2,9,1,40,25,77
2,9,1,41,25,77
2,9,1,42,25,77
2,9,1,43,25,77
2,9,1,44,25,77
2,9,1,45,25,77
2,9,1,46,25,77
2,9,1,47,25,77
2,9,1,48,25,77
2,9,1,50,25,77
2,9,1,51,25,77
2,9,1,52,25,77
2,9,1,53,25,77
2,9,1,54,25,77
2,9,1,55,25,77
2,9,1,56,25,77
2,9,1,57,25,77
2,9,1,58,25,77
2,9,1,59,25,77
2,9,2,0,25,77
2,9,2,1,25,77
2,9,2,2,25,78
2,9,2,3,25,78
2,9,2,4,25,78
2,9,2,5,25,78
2,9,2,6,25,78
2,9,2,7,25,78
2,9,2,8,25,78
2,9,2,9,25,78
2,9,2,10,25,78
2,9,2,12,25,78
2,9,2,13,25,78
2,9,2,14,25,78
2,9,2,15,25,78
2,9,2,16,25,78
2,9,2,17,25,78
2,9,2,18,25,78
2,9,2,19,25,78
2,9,2,20,25,78
2,9,2,21,25,78
2,9,2,22,25,78
2,9,2,23,25,78
2,9,2,24,25,78
2,9,2,25,25,78
2,9,2,26,25,78
2,9,2,27,25,78
2,9,2,28,25,78
2,9,2,29,25,78
2,9,2,30,25,78
2,9,2,31,25,78
2,9,2,32,25,78
2,9,2,34,25,78
2,9,2,35,25,78
2,9,2,36,25,78
2,9,2,37,25,78
2,9,2,38,25,78
2,9,2,39,25,78
2,9,2,40,25,78
2,9,2,41,25,78
2,9,2,42,25,78
2,9,2,43,25,78
2,9,2,44,25,78
2,9,2,45,25,78
2,9,2,46,25,78
2,9,2,47,25,78
2,9,2,48,25,78
2,9,2,49,25,78
2,9,2,50,25,78
2,9,2,51,25,78
2,9,2,52,25,78
2,9,2,53,25,78
2,9,2,54,25,78
2,9,2,56,25,78
2,9,2,57,25,78
2,9,2,58,25,78
2,9,2,59,25,78
2,9,3,0,25,78
2,9,3,1,25,78
2,9,3,2,25,78
2,9,3,3,25,78
